3.814408126737554028e-01,3.538869261790804077e-01,2.711101966822075382e-01,6.902795432892593341e-01,4.234151193304429017e-01
3.892312295096214680e-01,5.001013527438618045e-01,4.549758407064874444e-01,5.545465451804886259e-01,2.896080119057435898e-01
5.791406506348263372e-01,4.435267419690338553e-01,4.746003684577035364e-01,4.546898920327542837e-01,1.894511237328996012e-01
4.998279971076446948e-01,4.781565380869475801e-01,4.038568839331641014e-01,4.038977132393085645e-01,4.419327470689605741e-01
3.816693017197644311e-01,4.893488282261003186e-01,4.532917810179042939e-01,5.544334008204452324e-01,3.193688052311650094e-01
3.540914489827531320e-01,4.086680689790673782e-01,5.492362059941706676e-01,3.813700338152350988e-01,5.103980235924803210e-01
5.026574705070216975e-01,6.309292136499295989e-01,3.520170252256734633e-01,3.366250312741776440e-01,3.347109155338239272e-01
4.258315061459443385e-01,5.361635354838361067e-01,4.346247207954617164e-01,4.923337936530494119e-01,3.160774893781796990e-01
4.720693951200304883e-01,4.356982472884272650e-01,5.008173965214343104e-01,4.786315818593591120e-01,3.277365827751019256e-01
4.122333383587105660e-01,4.276649539327119220e-01,5.702491945974218490e-01,4.823461323575436444e-01,2.988719233786855112e-01
4.071237547244365707e-01,5.667775420954590526e-01,4.306349693583749194e-01,5.116629279985354106e-01,2.564527975924303371e-01
4.065328902810033118e-01,5.569235705806784287e-01,4.601532661574527228e-01,3.816977796488010277e-01,4.088189358472104074e-01
4.333444203618261881e-01,3.781790711618351897e-01,4.495973368832867911e-01,4.759126592008147139e-01,4.904717922126716201e-01
4.517650438909035504e-01,4.544134525918913092e-01,3.814897328949419242e-01,4.380886843855777979e-01,5.019568183926048643e-01
4.372833320788051537e-01,5.198412956830653631e-01,4.604071738518538126e-01,4.041121617281547285e-01,4.040630022629588258e-01
4.531800944104378281e-01,3.208050223032377635e-01,4.462882643064420840e-01,5.017944164697318854e-01,4.906537357824865553e-01
5.155298675736351699e-01,5.128629072427194346e-01,3.047320897808996620e-01,3.497248383712877051e-01,5.059955384170872206e-01
5.575668734128006454e-01,4.522408199972757226e-01,4.938505205972323897e-01,2.684117135101191098e-01,4.106875183850488553e-01
3.601520064351882988e-01,2.825020311906302761e-01,6.244038784752344862e-01,5.527523634664632812e-01,3.083305950780750315e-01
5.502563832323319470e-01,4.469681494797549948e-01,5.067712982784301490e-01,3.756650183354039996e-01,3.154299150413154562e-01
4.976755742934912408e-01,5.339512051305571605e-01,3.655095462832473885e-01,3.694550886184077565e-01,4.439829302586398851e-01
4.242364085788661310e-01,4.177184767490871309e-01,4.978671902519924974e-01,5.545181922675540553e-01,3.002874941342677517e-01
4.695094365421456084e-01,4.304533970983890345e-01,5.090902661353058356e-01,4.468349267023379312e-01,3.680168625613956523e-01
5.591439599972540808e-01,4.645494464512843757e-01,4.432125925861205018e-01,3.779879266791416059e-01,3.636475888250709221e-01
5.606329788204763576e-01,2.789533803322959971e-01,3.423184658588407370e-01,4.612992649862581174e-01,5.271591132810400371e-01
4.461546545631336902e-01,4.406956594518796066e-01,4.186805443995243459e-01,4.305962980572471954e-01,4.960108766878366104e-01
4.666043911400916677e-01,4.491796457680313770e-01,4.574717825404218119e-01,4.093322081558871117e-01,4.513144131777805379e-01
5.072788805890705577e-01,3.537201913817190624e-01,4.647806349074493082e-01,4.174776946963152935e-01,4.766985413898998658e-01
4.957565043815710393e-01,4.876444477046274484e-01,3.697021594623889351e-01,3.886706115334254696e-01,4.782090024302069198e-01
5.214288834789281291e-01,3.644638652776394094e-01,3.807867226861530452e-01,4.471623043022765476e-01,5.003252500302358685e-01
3.667216809495800200e-01,5.680232429869136457e-01,4.887354711418147035e-01,4.397484468946607494e-01,3.326014835349751508e-01
3.709380382449823932e-01,3.527651633679758092e-01,5.212518219803310426e-01,3.646569661655161831e-01,5.773071508357368042e-01
3.563507741854367583e-01,5.005784390803285078e-01,1.671467725601547272e-01,6.244451701139505095e-01,4.522892194264913068e-01
4.657488435094281898e-01,4.729030672875565444e-01,4.736084433863438359e-01,3.560517076437721418e-01,4.564678822839227657e-01
5.071455405269437167e-01,4.267437399005055698e-01,4.015084408867763410e-01,5.027088489006349414e-01,3.831030753113742193e-01
4.115559525135817909e-01,4.475128510041360141e-01,4.561174758758761993e-01,4.628132216632539486e-01,4.561959186479946360e-01
4.600153301333295697e-01,4.192058173902830087e-01,4.356662349305914228e-01,4.864660521377598412e-01,4.315067676959115639e-01
5.108307504642388697e-01,3.181287242153831296e-01,3.746364634608402855e-01,5.664995178291176714e-01,4.202045641757917172e-01
4.775931757180659765e-01,4.387334763461070430e-01,4.501855445916954634e-01,3.949153917423441351e-01,4.698856286868774990e-01
4.836676716928895448e-01,5.357877686105400050e-01,3.886518382384480108e-01,3.841932923759391327e-01,4.246672969440064560e-01
5.088589484733287982e-01,4.082232145306604054e-01,3.942936953288442292e-01,4.355354930269793035e-01,4.788086191940817415e-01
5.217134868485350241e-01,4.015927905482514215e-01,4.650652652786718133e-01,3.816800469805996521e-01,4.522973678766853967e-01
5.047479207698590820e-01,5.692585001473831063e-01,3.974091441970224459e-01,3.933227147413102531e-01,3.294503159287785476e-01
5.800582601641429692e-01,4.345944311605819954e-01,3.236570256951107893e-01,4.947603432479637520e-01,3.537208329840203502e-01
5.236882460781688842e-01,3.347062683462175836e-01,4.962833543573585970e-01,4.559031051171736348e-01,3.994715581635930324e-01
4.024739988066625140e-01,2.558414249914373051e-01,4.784362677256333574e-01,4.521816919466234430e-01,5.824004642305675716e-01
3.414289080269624077e-01,4.854749389679179350e-01,5.062476415649733719e-01,4.878751017671597578e-01,3.917034527333124738e-01
5.102155947070259323e-01,3.711887362586009376e-01,4.093677955117351330e-01,5.020442977764032477e-01,4.269291511018647456e-01
5.075663185720754589e-01,4.028329848267373503e-01,4.104586449465250642e-01,4.028865736282931098e-01,4.993076488153253556e-01
5.292932408526895838e-01,4.793084256454419601e-01,3.890780662353997554e-01,4.262261089244098744e-01,3.963100563178071911e-01
4.483467539111299360e-01,4.359842447738587756e-01,4.341031326119458300e-01,4.273317588567583925e-01,4.876935151252325129e-01
4.254258868620359180e-01,4.727721128053232191e-01,4.363624706027587896e-01,4.705997428241493474e-01,4.285125674289400610e-01
4.383662221863350306e-01,4.027405850969542622e-01,4.044879264756278681e-01,5.309970041587890321e-01,4.472882462927922353e-01
4.680481510075013007e-01,3.608421744100672734e-01,4.348620275411845815e-01,4.741061150223115916e-01,4.866644246364166815e-01
