4.523205599304770397e-01,4.517467586633486798e-01,4.482384961486576280e-01,4.549091965860169728e-01,4.283349746789213985e-01
5.051344920147252671e-01,3.802221662533651902e-01,4.444387332650284184e-01,4.157653745915063093e-01,4.794617971550861890e-01
5.599939577662086387e-01,3.687684707073169976e-01,4.626120137116129238e-01,3.758130371216980015e-01,4.417819237775308383e-01
3.556149914754710983e-01,5.214786038031949955e-01,5.104266742891218067e-01,3.278785526424348729e-01,4.832787068603578429e-01
4.332728249520835240e-01,4.737007846474388106e-01,4.352969950905954399e-01,4.633118922186318933e-01,4.286500231848013875e-01
4.476150801670846779e-01,4.174580759386710138e-01,4.389850673057577035e-01,3.780355117834999779e-01,5.382850149816021945e-01
5.077838841268502712e-01,4.783807348143075955e-01,4.555959192657710877e-01,3.183825390179496062e-01,4.520755653388418005e-01
4.987801426215821010e-01,3.935006683998185095e-01,4.834357035627362409e-01,3.715585998826053116e-01,4.739300799372946349e-01
4.220562359359245064e-01,5.000168444793916533e-01,4.419216091271375157e-01,4.483351516584185847e-01,4.189899427413211197e-01
4.605063839678918969e-01,4.608175982696258721e-01,4.062064569914536905e-01,4.351835428958931162e-01,4.703111839419289453e-01
3.980598746257330012e-01,4.369209309107939254e-01,4.928575213724273874e-01,3.348837204093004227e-01,5.436844615918718926e-01
4.281628412125432215e-01,4.022812307151758526e-01,4.454272115535932719e-01,4.703827773256805678e-01,4.849546729562008163e-01
4.529401617395824586e-01,4.654480732795202580e-01,5.017819868566726349e-01,3.963700854876763269e-01,4.114716198723372687e-01
4.431554056036042244e-01,4.547154374731222082e-01,4.489842034448511265e-01,4.414522834747676705e-01,4.476384968697820765e-01
4.667120051053045837e-01,4.646036283664504163e-01,4.239173665832143834e-01,1.931833374006190485e-01,5.910140753478099196e-01
4.493036018430853207e-01,4.523052906507518678e-01,4.430584884170135629e-01,4.338345316742795443e-01,4.572012383937281710e-01
5.523705032067354193e-01,3.419571260459185469e-01,2.655132085726912283e-01,3.639502222326462255e-01,6.123684535831314113e-01
4.918460533846122917e-01,3.984678066233662830e-01,4.503088351772195908e-01,3.875847780979005397e-01,4.962971484936032907e-01
4.576071461385866068e-01,4.854033218830043350e-01,4.648569904888048554e-01,2.859796250006486074e-01,5.070531997591791740e-01
3.618674436330434063e-01,5.834704400400750890e-01,3.175276024988492041e-01,5.428859897779949595e-01,3.647810611750926246e-01
4.512541733841474723e-01,4.683092835655317532e-01,4.915373903809611700e-01,3.602247504823439250e-01,4.535253123334306302e-01
4.771332477435704100e-01,3.510635748809657342e-01,4.474294323741548896e-01,3.053023025637993104e-01,5.964022446168802949e-01
4.943284959251368904e-01,4.656540933565454510e-01,4.229276668922858362e-01,3.420506732643490699e-01,4.928885563219527755e-01
4.964585504380765735e-01,3.845072470542180709e-01,4.478249876407091601e-01,4.018920246438901778e-01,4.935774160473145877e-01
4.703265303855380108e-01,3.938232448352484982e-01,4.908764662115906452e-01,4.329759792576390875e-01,4.418917321566982470e-01
4.434137906051903721e-01,5.302602367371102021e-01,3.871277364522757169e-01,2.642728984986784657e-01,5.500002203863966210e-01
4.565278426217493357e-01,4.696925620293952996e-01,4.685310897537200980e-01,4.184492518117395865e-01,4.199405525521210936e-01
4.450098546297894253e-01,4.530151309572089113e-01,4.127915174373701923e-01,4.555903834974066591e-01,4.677436113969229980e-01
5.108721240425424526e-01,5.318895939337231482e-01,4.584794225371360832e-01,2.883746226456341266e-01,4.034102488352054317e-01
4.587553624246564210e-01,4.713274351798165118e-01,4.543036001806028956e-01,3.923464272216292681e-01,4.550455869501467965e-01
5.513640752264762357e-01,3.983002677537005876e-01,5.180412488121980408e-01,4.011877039520350685e-01,3.286886733426866991e-01
4.477995171267388774e-01,3.856091774866318156e-01,5.221973295290028849e-01,4.169043007885964158e-01,4.519755609719315337e-01
4.849616458510851436e-01,4.032740176996501558e-01,4.787676464421059541e-01,3.786259118652635647e-01,4.791724410755207053e-01
4.791020280721036695e-01,4.482526118877546151e-01,4.003045404043655831e-01,4.360565797309217118e-01,4.681258130439116538e-01
5.009396348627127571e-01,3.826060840556910758e-01,4.418283290639957728e-01,3.252813939851856295e-01,5.492283760247220759e-01
4.140636662642739330e-01,4.832802388087339418e-01,4.725353860003940198e-01,4.286578317274740146e-01,4.335369226870074422e-01
4.624747302641263325e-01,4.336390586964015692e-01,4.336755855604507159e-01,4.062289518061995008e-01,4.949523369409008500e-01
4.965990333807032142e-01,2.530044383040782052e-01,5.107593640369419985e-01,4.942366697078555693e-01,4.292238816846701832e-01
4.463944034126832161e-01,4.411004872751040362e-01,4.639342295315568299e-01,4.264275110435887806e-01,4.572603254401489958e-01
4.537725699769624144e-01,4.439645328923043088e-01,4.537211134757481168e-01,4.201952249924266192e-01,4.632052162380213001e-01
